customerID,Churn_Probability,Key_Risk_Factor
9611-CTWIH,83.67,No OnlineSecurity
9061-TIHDA,83.67,No OnlineSecurity
9840-DVNDC,83.61,No OnlineSecurity
7969-AULMZ,83.58,No OnlineSecurity
7055-VKGDA,83.57,N/A
6235-VDHOM,83.55,No OnlineSecurity
3001-UNBTL,83.5,No OnlineSecurity
4822-NGOCH,83.46,No OnlineSecurity
7439-DKZTW,83.46,No OnlineSecurity
5940-NFXKV,83.41,No OnlineSecurity
3376-BMGFE,83.4,No OnlineSecurity
5482-PLVPE,83.37,No OnlineSecurity
8443-ZRDBZ,83.35,No OnlineSecurity
1925-TIBLE,83.34,No OnlineSecurity
3737-GCSPV,83.32,Month-to-Month
2845-HSJCY,83.31,No OnlineSecurity
8280-MQRQN,83.28,No OnlineSecurity
7156-MHUGY,83.26,No OnlineSecurity
9850-OWRHQ,83.24,No OnlineSecurity
2430-USGXP,83.23,No OnlineSecurity
3074-GQWYX,83.22,No OnlineSecurity
4706-DGAHW,83.21,No OnlineSecurity
6376-GAHQE,83.14,No OnlineSecurity
4958-XCBDQ,83.12,No OnlineSecurity
8337-UPOAQ,83.12,No OnlineSecurity
3750-CKVKH,83.09,No OnlineSecurity
0318-QUUOB,83.04,No OnlineSecurity
6877-LGWXO,83.03,No OnlineSecurity
2979-SXESE,82.93,Month-to-Month
4433-JCGCG,82.91,No OnlineSecurity
8397-MVTAZ,82.89,No OnlineSecurity
4614-NUVZD,82.89,No OnlineSecurity
0822-GAVAP,82.87,No OnlineSecurity
7250-EQKIY,82.86,No OnlineSecurity
9940-HPQPG,82.86,Month-to-Month
3663-MITLP,82.85,No OnlineSecurity
1587-FKLZB,82.8,No OnlineSecurity
1465-VINDH,82.77,No OnlineSecurity
6595-YGXIT,82.75,No OnlineSecurity
4905-JEFDW,82.7,No OnlineSecurity
0137-OCGAB,82.69,No OnlineSecurity
9237-HQITU,82.66,No OnlineSecurity
5539-TMZLF,82.64,No OnlineSecurity
2495-INZWQ,82.62,No OnlineSecurity
7480-QNVZJ,82.56,No OnlineSecurity
8111-SLLHI,82.51,No OnlineSecurity
7488-MXJIV,82.5,No OnlineSecurity
2672-DZUOY,82.49,No OnlineSecurity
4385-GZQXV,82.48,No OnlineSecurity
9957-YODKZ,82.47,No OnlineSecurity
7409-KIUTL,82.47,No OnlineSecurity
6400-BWQKW,82.46,Month-to-Month
4912-PIGUY,82.43,No OnlineSecurity
7508-MYBOG,82.41,No OnlineSecurity
1320-HTRDR,82.37,No OnlineSecurity
4603-JANFB,82.31,No OnlineSecurity
5542-TBBWB,82.31,No OnlineSecurity
9804-ICWBG,82.31,No OnlineSecurity
5875-YPQFJ,82.31,No OnlineSecurity
4510-HIMLV,82.31,No OnlineSecurity
6518-LGAOV,82.31,No OnlineSecurity
5167-GBFRE,82.26,No OnlineSecurity
3422-LYEPQ,82.25,No OnlineSecurity
1565-RHDJD,82.24,No OnlineSecurity
7892-POOKP,82.22,No OnlineSecurity
0231-LXVAP,82.2,No OnlineSecurity
0684-AOSIH,82.17,Month-to-Month
6142-VSJQO,82.13,No OnlineSecurity
5685-IIXLY,82.08,No OnlineSecurity
8276-MQBYC,82.07,No OnlineSecurity
4803-AXVYP,82.05,No OnlineSecurity
5649-VUKMC,82.02,No OnlineSecurity
2798-NYLMZ,81.98,N/A
1965-AKTSX,81.98,No OnlineSecurity
4274-OWWYO,81.97,No OnlineSecurity
5295-PCJOO,81.96,Month-to-Month
7831-QGOXH,81.96,No OnlineSecurity
1393-IMKZG,81.91,No OnlineSecurity
5569-KGJHX,81.81,No OnlineSecurity
2962-XPMCQ,81.81,No OnlineSecurity
8083-YTZES,81.76,No OnlineSecurity
8205-OTCHB,81.74,No OnlineSecurity
2386-LAHRK,81.68,No OnlineSecurity
9420-LOJKX,81.67,Month-to-Month
6982-UQZLY,81.64,Month-to-Month
8696-JKZNU,81.63,No OnlineSecurity
4289-DTDKW,81.62,No OnlineSecurity
2272-QAGFO,81.6,No OnlineSecurity
9944-HKVVB,81.55,No OnlineSecurity
2309-OSFEU,81.53,No OnlineSecurity
6127-ISGTU,81.47,No OnlineSecurity
4919-IKATY,81.44,Month-to-Month
2485-ITVKB,81.4,No OnlineSecurity
1724-BQUHA,81.38,No OnlineSecurity
4349-GFQHK,81.38,No OnlineSecurity
2929-ERCFZ,81.33,No OnlineSecurity
3325-FUYCG,81.3,N/A
3908-BLSYF,81.3,No OnlineSecurity
0778-NELLA,81.27,No OnlineSecurity
4250-ZBWLV,81.25,No OnlineSecurity
5349-IECLD,81.23,No OnlineSecurity
4248-HCETZ,81.21,No OnlineSecurity
1264-BYWMS,81.2,No OnlineSecurity
3606-TWKGI,81.15,No OnlineSecurity
4797-AXPXK,81.14,Month-to-Month
6128-CZOMY,81.09,No OnlineSecurity
5385-SUIRI,81.05,Month-to-Month
0979-PHULV,80.94,No OnlineSecurity
8042-JVNFH,80.9,No OnlineSecurity
6140-QNRQQ,80.9,No OnlineSecurity
9912-GVSEQ,80.88,No OnlineSecurity
0337-CNPZE,80.88,No OnlineSecurity
9667-EQRXU,80.88,No OnlineSecurity
6397-JNZZG,80.81,No OnlineSecurity
3143-JQEGI,80.64,No OnlineSecurity
3669-LVWZB,80.6,No OnlineSecurity
5233-GEEAX,80.58,No OnlineSecurity
8861-HGGKB,80.57,No OnlineSecurity
5099-BAILX,80.55,No OnlineSecurity
5570-PTWEH,80.55,No OnlineSecurity
3793-MMFUH,80.51,No OnlineSecurity
9025-AOMKI,80.48,No OnlineSecurity
8625-AZYZY,80.45,No OnlineSecurity
0685-MLYYM,80.43,No OnlineSecurity
2379-ENZGV,80.42,No OnlineSecurity
4597-NUCQV,80.42,No OnlineSecurity
4009-ALQFH,80.41,No OnlineSecurity
5889-JTMUL,80.38,No OnlineSecurity
0654-HMSHN,80.35,No OnlineSecurity
8361-LTMKD,80.35,No OnlineSecurity
2103-ZRXFN,80.34,No OnlineSecurity
2382-BCKQJ,80.28,No OnlineSecurity
2408-TZMJL,80.26,N/A
1771-OADNZ,80.22,No OnlineSecurity
8393-DLHGA,80.19,No OnlineSecurity
2656-FMOKZ,80.17,No OnlineSecurity
6390-DSAZX,80.17,Month-to-Month
3538-WZPHD,80.12,No OnlineSecurity
6770-XUAGN,80.1,Month-to-Month
0378-NHQXU,80.09,No OnlineSecurity
0378-TOVMS,80.07,No OnlineSecurity
8063-RJYNF,80.07,Month-to-Month
9647-ERGBE,80.07,No OnlineSecurity
6680-WKXRZ,80.03,No OnlineSecurity
0637-UBJRP,80.02,Month-to-Month
7235-NXZCP,79.99,No OnlineSecurity
9948-YPTDG,79.98,Month-to-Month
4795-KTRTH,79.96,No OnlineSecurity
2506-CLAKW,79.91,Month-to-Month
9606-PBKBQ,79.86,No OnlineSecurity
4846-WHAFZ,79.64,No OnlineSecurity
0404-SWRVG,79.59,No OnlineSecurity
0886-QGENL,79.51,Month-to-Month
1031-IIDEO,79.44,No OnlineSecurity
6892-XPFPU,79.4,No OnlineSecurity
2645-QTLMB,79.4,No OnlineSecurity
3946-MHCZW,79.4,No OnlineSecurity
6270-OMFIW,79.34,No OnlineSecurity
1618-CFHME,79.32,No OnlineSecurity
0946-CLJTI,79.29,No OnlineSecurity
1624-WOIWJ,79.27,Month-to-Month
6424-ELEYH,79.25,No OnlineSecurity
2260-USTRB,79.2,No OnlineSecurity
7330-WZLNC,79.2,No OnlineSecurity
0334-GDDSO,79.18,No OnlineSecurity
0220-EBGCE,79.1,No OnlineSecurity
8111-RKSPX,79.03,No OnlineSecurity
3331-HQDTW,78.96,Month-to-Month
7209-JCUDS,78.91,No OnlineSecurity
9894-EZEWG,78.9,No OnlineSecurity
1915-IOFGU,78.9,No OnlineSecurity
5669-SRAIP,78.87,No OnlineSecurity
6352-TWCAU,78.75,No OnlineSecurity
3500-RMZLT,78.71,Month-to-Month
7957-RYHQD,78.71,Month-to-Month
2074-GKOWZ,78.68,No OnlineSecurity
6987-XQSJT,78.67,No OnlineSecurity
7881-EVUAD,78.64,Month-to-Month
7563-BIUPC,78.64,No OnlineSecurity
0067-DKWBL,78.63,Month-to-Month
9253-QXKBE,78.63,No OnlineSecurity
5087-SUURX,78.63,No OnlineSecurity
2608-BHKFN,78.58,No OnlineSecurity
3565-UNOCC,78.41,No OnlineSecurity
7938-OUHIO,78.34,No OnlineSecurity
9897-KXHCM,78.24,No OnlineSecurity
0596-BQCEQ,78.23,No OnlineSecurity
5995-SNNEW,78.22,No OnlineSecurity
4929-BSTRX,78.21,No OnlineSecurity
5180-UCIIQ,78.18,Month-to-Month
8878-HMWBV,78.18,No OnlineSecurity
2725-KXXWT,78.18,No OnlineSecurity
3519-ZKXGG,78.15,No OnlineSecurity
1670-SVOWZ,78.07,No OnlineSecurity
0407-BDJKB,78.06,No OnlineSecurity
0280-XJGEX,77.99,No OnlineSecurity
5883-GTGVD,77.99,No OnlineSecurity
4817-QRJSX,77.98,No OnlineSecurity
5077-DXTCG,77.98,No OnlineSecurity
3177-LASXD,77.95,No OnlineSecurity
5261-QSHQM,77.9,No OnlineSecurity
2672-HUYVI,77.89,No OnlineSecurity
6615-NGGZJ,77.88,No OnlineSecurity
3870-MQAMG,77.81,No OnlineSecurity
3583-EKAPL,77.73,No OnlineSecurity
7028-DVOIQ,77.66,No OnlineSecurity
2408-WITXK,77.64,No OnlineSecurity
4558-FANTW,77.59,Month-to-Month
3186-BAXNB,77.53,No OnlineSecurity
9851-KIELU,77.52,Month-to-Month
6005-OBZPH,77.47,No OnlineSecurity
5747-PMBSQ,77.43,No OnlineSecurity
8999-BOHSE,77.37,No OnlineSecurity
5383-MMTWC,77.36,No OnlineSecurity
4625-EWPTF,77.36,Month-to-Month
4412-YLTKF,77.35,No OnlineSecurity
0772-GYEQQ,77.33,No OnlineSecurity
1236-WFCDV,77.32,No OnlineSecurity
3254-YRILK,77.32,No OnlineSecurity
9992-RRAMN,77.22,No OnlineSecurity
3536-IQCTX,77.16,No OnlineSecurity
3045-XETSH,77.15,No OnlineSecurity
0968-GSIKN,77.13,No OnlineSecurity
5032-MIYKT,77.13,No OnlineSecurity
9095-HFAFX,77.12,No OnlineSecurity
3957-LXOLK,77.08,No OnlineSecurity
9488-HGMJH,77.06,No OnlineSecurity
3878-AVSOQ,77.06,No OnlineSecurity
4585-HETAI,77.05,No OnlineSecurity
7511-YMXVQ,77.05,No OnlineSecurity
2187-LZGPL,77.03,No OnlineSecurity
7279-BUYWN,77.02,Month-to-Month
2262-SLNVK,77.0,No OnlineSecurity
0362-ZBZWJ,76.97,No OnlineSecurity
5020-ZSTTY,76.91,N/A
3926-CUQZX,76.91,No OnlineSecurity
2013-SGDXK,76.84,No OnlineSecurity
7079-QRCBC,76.8,No OnlineSecurity
5229-PRWKT,76.8,No OnlineSecurity
8644-XLFBW,76.79,No OnlineSecurity
1963-SVUCV,76.78,No OnlineSecurity
5552-ZNFSJ,76.78,No OnlineSecurity
2665-NPTGL,76.78,No OnlineSecurity
5569-OUICF,76.78,No OnlineSecurity
5729-KLZAR,76.77,No OnlineSecurity
7074-IEVOJ,76.77,No OnlineSecurity
0786-VSSUD,76.67,No OnlineSecurity
1113-IUJYX,76.66,N/A
1725-IQNIY,76.62,N/A
1977-STDKI,76.62,No OnlineSecurity
8020-BWHYL,76.59,No OnlineSecurity
7989-CHGTL,76.58,Month-to-Month
0947-IDHRQ,76.58,No OnlineSecurity
6907-NZZIJ,76.54,No OnlineSecurity
9776-CLUJA,76.34,Month-to-Month
6899-PPEEA,76.3,No OnlineSecurity
9314-IJWSQ,76.3,No OnlineSecurity
4255-DDUOU,76.28,Month-to-Month
7767-UXAGJ,76.17,No OnlineSecurity
4441-NIHPT,76.15,No OnlineSecurity
8481-YYXWG,76.14,No OnlineSecurity
6543-XRMYR,76.09,No OnlineSecurity
5712-PTIWW,76.03,No OnlineSecurity
1628-BIZYP,75.99,No OnlineSecurity
6804-GDMOI,75.97,No OnlineSecurity
3714-JTVOV,75.97,Month-to-Month
0133-BMFZO,75.96,Month-to-Month
4145-UQXUQ,75.95,No OnlineSecurity
9824-BEMCV,75.94,No OnlineSecurity
6034-ZRYCV,75.92,No OnlineSecurity
9415-DPEWS,75.89,No OnlineSecurity
7858-GTZSP,75.86,No OnlineSecurity
2082-CEFLT,75.82,No OnlineSecurity
2135-RXIHG,75.82,No OnlineSecurity
8937-RDTHP,75.81,Month-to-Month
4971-PUYQO,75.77,No OnlineSecurity
9725-SCPZG,75.74,No OnlineSecurity
5376-DEQCP,75.7,No OnlineSecurity
4829-AUOAX,75.7,No OnlineSecurity
1658-BYGOY,75.65,No OnlineSecurity
2592-SEIFQ,75.63,No OnlineSecurity
8806-EAGWC,75.57,No OnlineSecurity
9050-IKDZA,75.55,No OnlineSecurity
8035-BUYVG,75.53,N/A
4529-CKBCL,75.5,No OnlineSecurity
7760-OYPDY,75.5,No OnlineSecurity
8808-ELEHO,75.49,No OnlineSecurity
3023-GFLBR,75.48,No OnlineSecurity
8854-CCVSQ,75.42,No OnlineSecurity
0947-MUGVO,75.41,No OnlineSecurity
7579-OOPEC,75.41,No OnlineSecurity
6128-AQBMT,75.4,No OnlineSecurity
7927-AUXBZ,75.4,No OnlineSecurity
7249-WBIYX,75.34,No OnlineSecurity
9921-ZVRHG,75.34,No OnlineSecurity
4446-BZKHU,75.34,No OnlineSecurity
2984-MIIZL,75.28,No OnlineSecurity
7426-RHZGU,75.1,No OnlineSecurity
9367-WXLCH,75.09,No OnlineSecurity
4439-JMPMT,75.06,No OnlineSecurity
4128-ETESU,75.06,No OnlineSecurity
6692-UDPJC,75.02,No OnlineSecurity
2737-YNGYW,75.01,No OnlineSecurity
7479-NITWS,75.0,No OnlineSecurity
2774-LVQUS,75.0,No OnlineSecurity
1550-LOAHA,74.98,No OnlineSecurity
8993-PHFWD,74.96,No OnlineSecurity
1481-ZUWZA,74.96,Month-to-Month
2718-GAXQD,74.96,No OnlineSecurity
7952-OBOYL,74.96,No OnlineSecurity
8650-RHRKE,74.94,No OnlineSecurity
8627-EHGIP,74.92,No OnlineSecurity
0320-JDNQG,74.9,Month-to-Month
7363-QTBIW,74.88,No OnlineSecurity
2277-VWCNI,74.86,No OnlineSecurity
2720-FVBQP,74.81,No OnlineSecurity
5940-AHUHD,74.81,No OnlineSecurity
7495-OOKFY,74.79,No OnlineSecurity
2225-ZRGSG,74.78,N/A
0917-EZOLA,74.76,No OnlineSecurity
2685-SREOM,74.76,No OnlineSecurity
4547-KQRTM,74.75,No OnlineSecurity
9174-FKWZE,74.74,Month-to-Month
7000-WCEVQ,74.74,No OnlineSecurity
0818-OCPZO,74.67,No OnlineSecurity
4853-RULSV,74.67,N/A
2533-QVMSK,74.65,No OnlineSecurity
7270-BDIOA,74.6,No OnlineSecurity
5520-FVEWJ,74.58,No OnlineSecurity
9601-BRXPO,74.58,No OnlineSecurity
4317-VTEOA,74.55,No OnlineSecurity
5536-RTPWK,74.47,No OnlineSecurity
0533-BNWKF,74.4,No OnlineSecurity
4678-DVQEO,74.36,No OnlineSecurity
8008-ESFLK,74.26,N/A
9451-LPGOO,74.2,No OnlineSecurity
7825-GKXMW,74.13,No OnlineSecurity
4626-GYCZP,74.1,No OnlineSecurity
8809-RIHDD,74.08,No OnlineSecurity
3685-YLCMQ,74.05,No OnlineSecurity
3194-ORPIK,74.02,No OnlineSecurity
2905-KFQUV,74.01,No OnlineSecurity
2249-YPRNG,74.01,No OnlineSecurity
1582-RAFML,73.93,No OnlineSecurity
8988-ECPJR,73.91,No OnlineSecurity
0925-VYDLG,73.84,No OnlineSecurity
3334-CTHOL,73.83,No OnlineSecurity
4759-TRPLW,73.76,No OnlineSecurity
3001-CBHLQ,73.76,No OnlineSecurity
9408-SSNVZ,73.75,No OnlineSecurity
6892-EZDTG,73.75,No OnlineSecurity
9524-EGPJC,73.72,No OnlineSecurity
4074-SJFFA,73.7,No OnlineSecurity
2465-BLLEU,73.7,Month-to-Month
3208-YPIOE,73.7,No OnlineSecurity
4077-CROMM,73.69,No OnlineSecurity
8938-UMKPI,73.69,No OnlineSecurity
5766-ZJYBB,73.69,Month-to-Month
6923-EFPNL,73.69,No OnlineSecurity
3671-SHRSP,73.68,No OnlineSecurity
0328-GRPMV,73.61,No OnlineSecurity
6653-CBBOM,73.61,No OnlineSecurity
3244-DCJWY,73.61,No OnlineSecurity
4702-IOQDC,73.61,No OnlineSecurity
1640-PLFMP,73.61,No OnlineSecurity
4629-NRXKX,73.53,No OnlineSecurity
2034-GDRCN,73.5,No OnlineSecurity
7341-LXCAF,73.5,No OnlineSecurity
0875-CABNR,73.5,No OnlineSecurity
9743-DQKQW,73.5,No OnlineSecurity
2320-JRSDE,73.44,Month-to-Month
4112-LUEIZ,73.39,No OnlineSecurity
3804-RVTGV,73.38,No OnlineSecurity
4361-JEIVL,73.38,No OnlineSecurity
0722-TROQR,73.37,No OnlineSecurity
8019-ENHXU,73.36,No OnlineSecurity
3247-ZVOUO,73.31,No OnlineSecurity
9306-CPCBC,73.29,No OnlineSecurity
3932-CMDTD,73.28,No OnlineSecurity
6204-IEUXJ,73.27,No OnlineSecurity
2911-UREFD,73.27,Month-to-Month
0236-HFWSV,73.26,No OnlineSecurity
7530-HDYDS,73.25,No OnlineSecurity
5980-NOPLP,73.22,No OnlineSecurity
0018-NYROU,73.21,No OnlineSecurity
4690-LLKUA,73.13,No OnlineSecurity
2619-WFQWU,73.12,No OnlineSecurity
9985-MWVIX,73.12,No OnlineSecurity
9809-IMGCQ,73.05,No OnlineSecurity
6834-NXDCA,73.01,No OnlineSecurity
6022-UGGSO,72.96,No OnlineSecurity
5216-WASFJ,72.94,No OnlineSecurity
0870-VEMYL,72.92,Month-to-Month
3063-QFSZL,72.9,No OnlineSecurity
9822-OAOVB,72.9,No OnlineSecurity
6993-OHLXR,72.86,No OnlineSecurity
0674-EYYZV,72.86,No OnlineSecurity
4143-HHPMK,72.85,No OnlineSecurity
3413-BMNZE,72.83,No OnlineSecurity
6029-WTIPC,72.78,No OnlineSecurity
7317-GGVPB,72.76,No OnlineSecurity
6661-HBGWL,72.76,No OnlineSecurity
4523-WXCEF,72.75,No OnlineSecurity
2606-RMDHZ,72.74,No OnlineSecurity
3249-ZPQRG,72.73,No OnlineSecurity
6347-DCUIK,72.68,No OnlineSecurity
8063-GBATB,72.64,No OnlineSecurity
8868-WOZGU,72.6,No OnlineSecurity
2884-GBPFB,72.56,No OnlineSecurity
7359-PTSXY,72.48,No OnlineSecurity
3744-ZRRDZ,72.47,No OnlineSecurity
9661-MHUMO,72.42,No OnlineSecurity
9191-MYQKX,72.35,No OnlineSecurity
5937-EORGB,72.29,Month-to-Month
2868-SNELZ,72.27,No OnlineSecurity
2403-BCASL,72.24,No OnlineSecurity
1602-IJQQE,72.19,No OnlineSecurity
9565-DJPIB,72.18,No OnlineSecurity
8840-DQLGN,72.17,Month-to-Month
8651-ENBZX,72.14,No OnlineSecurity
0601-WZHJF,72.11,No OnlineSecurity
4541-RMRLG,72.11,Month-to-Month
8565-CLBZW,72.09,No OnlineSecurity
5442-UTCVD,72.06,No OnlineSecurity
1077-HUUJM,72.03,No OnlineSecurity
5244-IRFIH,71.99,No OnlineSecurity
3313-QKNKB,71.98,No OnlineSecurity
3317-HRTNN,71.98,No OnlineSecurity
0576-WNXXC,71.97,No OnlineSecurity
9637-EIHEQ,71.95,No OnlineSecurity
0812-WUPTB,71.91,No OnlineSecurity
8309-IEYJD,71.89,No OnlineSecurity
7228-OMTPN,71.85,No OnlineSecurity
1389-CXMLU,71.84,No OnlineSecurity
0268-QKIWO,71.82,Month-to-Month
4283-FUTGF,71.82,No OnlineSecurity
7853-GVUDZ,71.78,Month-to-Month
1240-KNSEZ,71.77,Month-to-Month
1000-AJSLD,71.77,Month-to-Month
0524-IAVZO,71.75,No OnlineSecurity
8739-XNIKG,71.75,No OnlineSecurity
9821-POOTN,71.73,No OnlineSecurity
5373-SFODM,71.71,No OnlineSecurity
4273-MBHYA,71.69,No OnlineSecurity
8676-TRMJS,71.64,No OnlineSecurity
3372-KWFBM,71.64,No OnlineSecurity
7481-ATQQS,71.62,No OnlineSecurity
6959-UWKHF,71.61,No OnlineSecurity
3721-CNEYS,71.61,No OnlineSecurity
0168-XZKBB,71.57,No OnlineSecurity
1254-IZEYF,71.57,No OnlineSecurity
0823-HSCDJ,71.55,No OnlineSecurity
2894-QOJRX,71.45,No OnlineSecurity
4959-JOSRX,71.45,No OnlineSecurity
7587-RZNME,71.43,No OnlineSecurity
8225-BTJAU,71.4,No OnlineSecurity
4229-CZMLL,71.38,No OnlineSecurity
4659-NZRUF,71.32,Month-to-Month
5510-BOIUJ,71.32,Month-to-Month
0402-CQAJN,71.31,No OnlineSecurity
9432-VOFYX,71.27,No OnlineSecurity
1024-VRZHF,71.26,No OnlineSecurity
2433-KMEAS,71.26,Month-to-Month
5204-QZXPU,71.25,No OnlineSecurity
3097-NNSPB,71.25,No OnlineSecurity
4512-ZUIYL,71.25,No OnlineSecurity
6166-ILMNY,71.25,No OnlineSecurity
8051-HJRLT,71.24,No OnlineSecurity
0836-SEYLU,71.22,No OnlineSecurity
9661-ACXBS,71.2,Month-to-Month
2955-BJZHG,71.19,No OnlineSecurity
0093-XWZFY,71.17,No OnlineSecurity
4187-CINZD,71.15,No OnlineSecurity
1891-UAWWU,71.1,No OnlineSecurity
9274-CNFMO,71.04,No OnlineSecurity
9249-FXSCK,70.99,N/A
5908-QMGOE,70.96,No OnlineSecurity
2460-FPSYH,70.91,Month-to-Month
0224-HJAPT,70.9,No OnlineSecurity
1193-RTSLK,70.89,Month-to-Month
8699-ASUFO,70.86,No OnlineSecurity
7395-IGJOS,70.86,No OnlineSecurity
6772-KSATR,70.85,Month-to-Month
3751-KTZEL,70.81,No OnlineSecurity
6305-YLBMM,70.78,No OnlineSecurity
8621-MNIHH,70.77,No OnlineSecurity
2983-ZANRP,70.71,No OnlineSecurity
2754-VDLTR,70.71,No OnlineSecurity
7851-FLGGQ,70.69,No OnlineSecurity
9139-WQQDY,70.68,No OnlineSecurity
9734-YWGEX,70.67,No OnlineSecurity
0193-ESZXP,70.61,N/A
7365-BVCJH,70.61,No OnlineSecurity
8631-NBHFZ,70.59,N/A
1794-HBQTJ,70.58,Month-to-Month
1342-JPNKI,70.56,No OnlineSecurity
9961-JBNMK,70.5,No OnlineSecurity
1265-XTECC,70.49,N/A
2651-ZCBXV,70.43,N/A
6127-IYJOZ,70.42,No OnlineSecurity
6158-DWPZT,70.38,No OnlineSecurity
5219-YIPTK,70.36,No OnlineSecurity
3230-WYKIR,70.36,No OnlineSecurity
3144-AUDBS,70.34,No OnlineSecurity
4897-QSUYC,70.34,Month-to-Month
4090-KPJIP,70.34,No OnlineSecurity
2082-OJVTK,70.32,No OnlineSecurity
4208-UFFGW,70.3,No OnlineSecurity
5868-CZJDR,70.29,No OnlineSecurity
7730-IUTDZ,70.22,Month-to-Month
9412-ARGBX,70.18,No OnlineSecurity
2632-UCGVD,70.16,No OnlineSecurity
8919-FYFQZ,70.16,No OnlineSecurity
8718-PTMEZ,70.1,No OnlineSecurity
7465-ZZRVX,70.09,No OnlineSecurity
3494-JCHRQ,70.09,No OnlineSecurity
2446-PLQVO,70.09,No OnlineSecurity
7377-DMMRI,70.01,Month-to-Month
4818-QIUFN,70.01,Month-to-Month
